id_client,date_inscription,segment,ville,age
C02765,2019-06-15,Professionnel,Paris,48.0
C02766,2019-08-04,Particulier,Lyon,35.0
C02767,2020-09-27,Professionnel,paris,39.0
C02768,2022-08-14,Professionnel,Marseille,38.0
C02769,2021-05-29,Particulier,Lyon,24.0
C02770,2023-12-11,Professionnel,nantes,49.0
C02771,2023-08-24,Particulier,lyon,
C02772,2019-02-05,Particulier,TOULOUSE,49.0
C02773,2020-10-13,Particulier,Marseille,36.0
C02774,2023-01-02,Particulier,Paris,50.0
C02775,2020-02-12,Particulier,Lyon,42.0
C02776,2020-09-13,Particulier,Toulouse,47.0
C02777,2020-11-06,Association,lille,47.0
C02778,2019-01-11,Professionnel,Toulouse,61.0
C02779,2024-02-17,Association,Lille,18.0
C02780,2021-02-10,Particulier,Lyon,42.0
C02781,2020-06-26,Professionnel,paris,55.0
C02782,2022-11-22,Particulier,STRASBOURG,23.0
C02783,2021-04-11,Particulier,Toulouse,61.0
C02784,2022-04-04,Professionnel,lille,43.0
C02785,2021-11-03,Particulier,Lyon,33.0
C02786,2021-02-18,Particulier,LILLE,39.0
C02787,2021-04-02,Professionnel,Lille,43.0
C02788,2019-07-31,Professionnel,Lille,62.0
C02789,2020-11-30,Professionnel,Paris,47.0
C02790,2021-09-28,Particulier,Bordeaux,26.0
C02791,2024-02-19,Particulier,PARIS,36.0
C02792,2019-11-29,Particulier,MARSEILLE,47.0
C02793,2020-12-20,Professionnel,  Strasbourg ,21.0
C02794,2020-12-16,Particulier,Marseille,48.0
C02795,2020-07-13,Particulier,toulouse,50.0
C02796,2020-03-26,Professionnel,Marseille,34.0
C02797,2023-03-20,Particulier,Toulouse,57.0
C02798,2021-10-04,Particulier,Toulouse,34.0
C02799,2024-02-11,Professionnel,Paris,30.0
C02800,2022-10-17,Particulier,lille,26.0
C02801,2022-04-05,Professionnel,Strasbourg,78.0
C02802,2022-11-18,Particulier,Paris,50.0
C02803,2023-08-02,Association,BORDEAUX,38.0
C02804,2023-11-16,Particulier,Strasbourg,31.0
C02805,2021-02-25,Professionnel,Marseille,14.0
C02806,2023-11-18,Particulier,Toulouse,54.0
C02807,2022-12-06,Particulier,LYON,33.0
C02808,2022-08-22,Professionnel,Nantes,40.0
C02809,2023-02-09,Particulier,Paris,59.0
C02810,2020-02-14,Particulier,  Paris ,44.0
C02811,2019-01-22,Particulier,Strasbourg,31.0
C02812,2023-12-12,Professionnel,Bordeaux,24.0
C02813,2021-03-11,Particulier,LYON,51.0
C02814,2020-04-27,Particulier,Nantes,41.0
C02815,2022-02-28,Association,Nantes,14.0
C02816,2022-09-22,Professionnel,Marseille,38.0
C02817,2019-05-15,Particulier,Lille,71.0
C02818,2021-06-19,Professionnel,Toulouse,41.0
C02819,2022-02-04,Particulier,Lyon,
C02820,2019-12-26,Particulier,Toulouse,
C02821,2023-10-23,Association,Bordeaux,43.0
C02822,2019-08-10,Professionnel,Strasbourg,30.0
C02823,2023-05-01,Particulier,  Nantes ,37.0
C02824,2024-05-26,Particulier,Marseille,25.0
C02825,2022-05-19,Professionnel,Bordeaux,63.0
C02826,2020-10-31,Particulier,Bordeaux,0.0
C02827,2021-09-09,Particulier,Marseille,
C02828,2020-09-10,Professionnel,Paris,46.0
C02829,2019-03-10,Professionnel,Lyon,56.0
C02830,2019-03-15,Professionnel,lille,44.0
C02831,2020-03-25,Association,marseille,19.0
C02832,2022-12-21,Particulier,LILLE,44.0
C02833,2020-11-29,Association,BORDEAUX,43.0
C02834,2023-05-04,Particulier,Bordeaux,48.0
C02835,2024-02-20,Particulier,  Marseille ,17.0
C02836,2020-03-05,Particulier,Bordeaux,48.0
C02837,2023-08-03,Association,Lyon,24.0
C02838,2023-02-11,Association,MARSEILLE,16.0
C02839,2020-11-27,Association,Nantes,36.0
C02840,2021-12-08,Association,Marseille,21.0
C02841,2022-10-17,Particulier,Paris,48.0
C02842,2024-04-08,Particulier,STRASBOURG,37.0
C02843,2020-09-29,Professionnel,Nantes,23.0
C02844,2019-12-13,Professionnel,Lille,80.0
C02845,2021-08-03,Association,Paris,22.0
C02846,2023-06-14,Particulier,Strasbourg,35.0
C02847,2019-07-05,Particulier,Paris,22.0
C02848,2019-07-31,Professionnel,Marseille,48.0
C02849,2021-01-20,Professionnel,bordeaux,18.0
C02850,2022-01-19,Professionnel,Lyon,58.0
C02851,2021-01-24,Professionnel,lyon,40.0
C02852,2024-03-29,Particulier,Paris,48.0
C02853,2023-11-24,Professionnel,nantes,
C02854,2022-08-27,Professionnel,nantes,42.0
C02855,2019-08-20,Association,Paris,47.0
C02856,2024-04-24,Association,toulouse,0.0
C02857,2023-03-07,Professionnel,Lyon,30.0
C02858,2022-07-27,Particulier,Toulouse,51.0
C02859,2021-09-03,Association,Marseille,
C02860,2020-08-18,Professionnel,Lille,44.0
C02861,2019-01-01,Particulier,Marseille,47.0
C02862,2021-06-19,Particulier,MARSEILLE,27.0
C02863,2020-10-16,Particulier,marseille,44.0
C02864,2020-08-27,Particulier,Lyon,66.0
C02865,2020-07-21,Particulier,Paris,
C02866,2021-08-25,Professionnel,Lille,54.0
C02867,2020-09-18,Professionnel,Toulouse,76.0
C02868,2019-04-03,Association,Strasbourg,24.0
C02869,2023-11-07,Particulier,Paris,31.0
C02870,2019-01-17,Particulier,Toulouse,28.0
C02871,2019-01-31,Particulier,Paris,34.0
C02872,2020-11-11,Particulier,Lyon,
C02873,2019-06-08,Professionnel,  Marseille ,50.0
C02874,2019-10-20,Particulier,Lyon,42.0
C02875,2019-01-02,Particulier,Bordeaux,37.0
C02876,2023-07-11,Association,lille,
C02877,2024-03-31,Particulier,Strasbourg,22.0
C02878,2020-03-15,Professionnel,LYON,27.0
C02879,2021-08-06,Particulier,Nantes,13.0
C02880,2022-05-04,Association,MARSEILLE,38.0
C02881,2023-02-01,Particulier,Lyon,54.0
C02882,2020-05-01,Professionnel,Marseille,
C02883,2022-05-21,Particulier,Lyon,41.0
C02884,2024-01-16,Particulier,Marseille,39.0
C02885,2019-04-12,Professionnel,Paris,37.0
C02886,2021-04-22,Professionnel,Lyon,-1.0
C02887,2019-03-19,Professionnel,lille,39.0
C02888,2020-12-17,Professionnel,Paris,40.0
C02889,2019-02-04,Professionnel,Paris,56.0
C02890,2022-10-19,Professionnel,PARIS,52.0
C02891,2021-05-05,Professionnel,Paris,50.0
C02892,2022-11-15,Professionnel,Toulouse,34.0
C02893,2022-04-30,Particulier,NANTES,62.0
C02894,2021-11-21,Association,Lille,38.0
C02895,2023-11-03,Professionnel,  Toulouse ,27.0
C02896,2019-12-21,Professionnel,Paris,51.0
C02897,2020-12-21,Particulier,marseille,20.0
C02898,2020-09-19,Professionnel,LYON,38.0
C02899,2023-06-05,Particulier,Toulouse,30.0
C02900,2024-05-18,Professionnel,  Paris ,25.0
C02901,2019-12-16,Particulier,Strasbourg,46.0
C02902,2021-01-21,Professionnel,Lille,33.0
C02903,2019-08-20,Particulier,  Strasbourg ,31.0
C02904,2021-04-28,Particulier,  Toulouse ,48.0
C02905,2022-03-19,Particulier,Lille,19.0
C02906,2022-04-22,Particulier,toulouse,42.0
C02907,2019-11-06,Professionnel,Marseille,47.0
C02908,2024-05-21,Professionnel,Toulouse,54.0
C02909,2022-11-12,Association,nantes,47.0
C02910,2023-11-16,Particulier,Marseille,40.0
C02911,2020-01-04,Particulier,Strasbourg,30.0
C02912,2020-11-26,Professionnel,Toulouse,45.0
C02913,2020-07-02,Professionnel,Paris,46.0
C02914,2022-05-06,Association,Lille,28.0
C02915,2019-09-28,Professionnel,bordeaux,50.0
C02916,2019-09-22,Particulier,Lyon,26.0
C02917,2021-12-09,Association,Paris,60.0
C02918,2020-11-23,Particulier,Marseille,38.0
C02919,2023-12-06,Professionnel,Bordeaux,33.0
C02920,2022-03-06,Particulier,TOULOUSE,18.0
C02921,2021-02-17,Particulier,Lyon,39.0
C02922,2021-02-14,Particulier,Toulouse,42.0
C02923,2021-08-05,Particulier,Toulouse,80.0
C02924,2024-02-03,Particulier,Nantes,38.0
C02925,2021-08-02,Association,MARSEILLE,
C02926,2021-02-22,Association,Paris,48.0
C02927,2022-08-25,Particulier,Toulouse,39.0
C02928,2021-09-11,Particulier,Marseille,51.0
C02929,2021-12-23,Professionnel,Bordeaux,46.0
C02930,2022-09-10,Association,Lyon,36.0
C02931,2023-09-01,Particulier,Nantes,19.0
C02932,2020-03-13,Association,Toulouse,57.0
C02933,2019-04-26,Association,toulouse,39.0
C02934,2019-08-11,Particulier,Bordeaux,46.0
C02935,2023-01-19,Professionnel,  Lyon ,42.0
C02936,2019-01-30,Particulier,Bordeaux,43.0
C02937,2023-12-14,Professionnel,Nantes,
C02938,2022-06-24,Association,paris,46.0
C02939,2021-11-18,Professionnel,Bordeaux,50.0
C02940,2022-02-09,Professionnel,Lille,57.0
C02941,2021-04-21,Particulier,Nantes,52.0
C02942,2024-01-29,Association,Bordeaux,18.0
C02943,2019-02-01,Particulier,lyon,34.0
C02944,2022-09-05,Association,  Lille ,41.0
C02945,2023-02-22,Particulier,nantes,40.0
C02946,2020-09-11,Professionnel,Marseille,13.0
C02947,2024-03-05,Particulier,Strasbourg,46.0
C02948,2020-01-11,Particulier,  Nantes ,999.0
C02949,2021-05-26,Particulier,LILLE,34.0
C02950,2021-05-01,Association,LILLE,40.0
C02951,2022-06-06,Particulier,Bordeaux,35.0
C02952,2024-06-15,Particulier,Bordeaux,47.0
C02953,2024-03-10,Particulier,  Lyon ,40.0
C02954,2024-06-01,Particulier,Paris,33.0
C02955,2022-10-25,Association,BORDEAUX,
C02956,2020-07-03,Professionnel,Strasbourg,
C02957,2020-08-04,Particulier,Lille,38.0
C02958,2021-11-20,Particulier,Toulouse,41.0
C02959,2024-02-06,Association,Lyon,43.0
C02960,2022-11-11,Professionnel,Bordeaux,40.0
C02961,2024-03-04,Particulier,Marseille,41.0
C02962,2020-04-16,Particulier,Toulouse,
C02963,2020-07-03,Particulier,BORDEAUX,54.0
C02964,2021-05-17,Professionnel,Lille,56.0
C02965,2020-06-08,Particulier,Lyon,34.0
C02966,2020-06-06,Association,toulouse,56.0
C02967,2020-07-19,Association,Nantes,39.0
C02968,2021-06-19,Particulier,Nantes,36.0
C02969,2023-04-12,Association,Strasbourg,48.0
C02970,2022-08-13,Professionnel,Toulouse,51.0
C02971,2023-12-27,Particulier,Toulouse,48.0
C02972,2023-02-21,Particulier,BORDEAUX,37.0
C02973,2021-12-04,Professionnel,Bordeaux,33.0
C02974,2019-11-22,Particulier,Lyon,34.0
C02975,2022-10-30,Particulier,Lille,58.0
C02976,2024-03-19,Particulier,Lille,37.0
C02977,2023-01-01,Particulier,Strasbourg,29.0
C02978,2024-04-08,Association,NANTES,43.0
C02979,2019-09-24,Professionnel,NANTES,36.0
C02980,2022-12-05,Particulier,Lille,53.0
C02981,2020-03-09,Professionnel,Lyon,48.0
C02982,2024-01-25,Particulier,bordeaux,37.0
C02983,2022-09-15,Particulier,Lille,23.0
C02984,2021-02-27,Particulier,Paris,34.0
C02985,2020-01-29,Particulier,Bordeaux,47.0
C02986,2023-03-19,Professionnel,Lyon,55.0
C02987,2024-01-12,Professionnel,Strasbourg,57.0
C02988,2021-11-03,Particulier,strasbourg,40.0
C02989,2020-07-04,Particulier,toulouse,56.0
C02990,2020-10-11,Particulier,Strasbourg,36.0
C02991,2022-06-03,Particulier,Strasbourg,51.0
C02992,2022-09-17,Particulier,Bordeaux,42.0
C02993,2023-01-16,Particulier,Toulouse,46.0
C02994,2021-10-15,Professionnel,Lille,34.0
C02995,2019-10-13,Professionnel,Lille,38.0
C02996,2022-02-21,Professionnel,Strasbourg,64.0
C02997,2024-05-28,Particulier,Paris,17.0
C02998,2020-03-31,Particulier,TOULOUSE,38.0
C02999,2020-03-19,Professionnel,Lille,54.0
C03000,2019-08-26,Particulier,Nantes,29.0
990000,2023-10-10,Particulier,Lyon,50.0
990001,2023-11-12,Particulier,Lyon,40.0
990002,2020-09-20,Association,Toulouse,
990003,2023-01-10,Professionnel,Bordeaux,46.0
990004,2021-02-13,Association,Toulouse,49.0
990005,2019-10-14,Professionnel,paris,34.0
990006,2023-03-29,Professionnel,Nantes,38.0
990007,2021-04-29,Particulier,Marseille,
990008,2021-10-22,Particulier,Lille,45.0
990009,2024-04-04,Professionnel,Lyon,47.0
990010,2023-06-18,Association,Paris,
990011,2022-04-08,Professionnel,Marseille,26.0
990012,2022-01-25,Particulier,Lille,48.0
990013,2024-02-19,Professionnel,Marseille,40.0
990014,2020-11-06,Association,lille,47.0
990015,2023-08-24,Particulier,STRASBOURG,32.0
990016,2019-05-04,Professionnel,Lyon,44.0
990017,2020-12-12,Professionnel,Strasbourg,56.0
990018,2020-06-24,Particulier,Lille,46.0
990019,2023-06-19,Particulier,Paris,46.0
990020,2020-07-15,Particulier,Lyon,35.0
990021,2020-05-25,Particulier,Nantes,56.0
990022,2020-07-17,Professionnel,Paris,51.0
990023,2023-07-04,Particulier,paris,27.0
990024,2023-08-11,Professionnel,Lille,55.0
990025,2019-12-21,Professionnel,Paris,51.0
990026,2023-08-14,Association,Toulouse,19.0
990027,2021-09-12,Association,Paris,30.0
990028,2020-04-11,Professionnel,Strasbourg,23.0
990029,2024-01-13,Particulier,Bordeaux,44.0
990030,2020-09-06,Association,Lyon,
990031,2019-02-24,Professionnel,Bordeaux,
990032,2021-02-20,Association,LYON,23.0
990033,2024-03-29,Particulier,Paris,48.0
990034,2021-03-11,Professionnel,Bordeaux,33.0
990035,2024-02-13,Particulier,Bordeaux,24.0
990036,2020-10-08,Particulier,Lyon,37.0
990037,2021-04-03,Particulier,toulouse,41.0
990038,2021-07-12,Professionnel,Nantes,59.0
990039,2024-02-19,Association,nantes,51.0
990040,2023-04-30,Particulier,PARIS,27.0
990041,2019-11-28,Particulier,bordeaux,23.0
990042,2019-06-29,Professionnel,Paris,29.0
990043,2024-03-16,Particulier,Bordeaux,51.0
990044,2022-11-22,Professionnel,Lille,41.0
990045,2023-12-31,Professionnel,marseille,42.0
990046,2022-03-14,Particulier,Lille,41.0
990047,2019-11-29,Particulier,  Lyon ,39.0
990048,2020-11-02,Professionnel,Strasbourg,16.0
990049,2022-03-11,Association,Nantes,25.0
990050,2022-03-09,Association,Lyon,41.0
990051,2023-06-16,Particulier,Strasbourg,38.0
990052,2019-10-28,Professionnel,lyon,44.0
990053,2020-12-01,Professionnel,Nantes,31.0
990054,2019-02-13,Particulier,Toulouse,41.0
990055,2021-01-21,Professionnel,Lille,33.0
990056,2021-04-02,Particulier,strasbourg,48.0
990057,2021-10-14,Professionnel,Strasbourg,42.0
990058,2022-04-01,Particulier,Lyon,24.0
990059,2022-05-30,Particulier,Bordeaux,41.0
